This spectrum was collected on:	2017-09-29	10:42:50
7.691e-07	3314.94510149	2401.32559522
7.692e-07	3295.24482359	2495.41899599
7.693e-07	3335.65489509	2428.77307271
7.694e-07	3314.94663753	2483.49406414
7.695e-07	3357.8486918	2498.14270386
7.696e-07	3378.09203689	2455.04276888
7.697e-07	3392.57004309	2520.49061232
7.698e-07	3344.92938349	2497.5763581
7.699e-07	3338.41767873	2437.44198798
7.7e-07	3387.52048605	2495.53338776
7.701e-07	3355.9190458	2525.10764322
7.702e-07	3361.95438555	2530.40176445
7.703e-07	3398.38234647	2480.41835832
7.704e-07	3348.12390942	2472.68569035
7.705e-07	3340.01169858	2486.51349279
7.706e-07	3430.30942892	2491.80800888
7.707e-07	3368.10960745	2507.60630031
7.708e-07	3381.51739298	2541.89156721
7.709e-07	3413.73844277	2501.06844462
7.71e-07	3361.54289256	2588.23628445
7.711e-07	3441.54646622	2524.55862682
7.712e-07	3418.48644374	2529.50162715
7.713e-07	3375.13394549	2565.13541134
7.714e-07	3399.93934727	2554.0228839
7.715e-07	3450.84258509	2599.58653981
7.716e-07	3389.4840426	2562.54411964
7.717e-07	3410.03418422	2522.15516962
7.718e-07	3423.25238298	2577.67670772
7.719e-07	3444.05565964	2616.00333278
7.72e-07	3468.05006421	2554.62243968
7.721e-07	3472.14148903	2590.82483082
7.722e-07	3446.98466481	2576.26503865
7.723e-07	3428.4631968	2637.32576525
7.724e-07	3432.89395947	2649.69866583
7.725e-07	3413.01961859	2589.90793611
7.726e-07	3465.17734035	2600.36696944
7.727e-07	3512.38067203	2608.56382882
7.728e-07	3477.45675538	2630.38443767
7.729e-07	3524.07096231	2672.43885921
7.73e-07	3496.06714793	2664.65667001
7.731e-07	3458.69376959	2655.92516967
7.732e-07	3503.79384608	2597.57847585
7.733e-07	3503.02574084	2615.25043186
7.734e-07	3463.75740132	2612.99741398
7.735e-07	3461.99864968	2638.01884545
7.736e-07	3516.88786601	2657.49262413
7.737e-07	3475.67269008	2696.71515491
7.738e-07	3517.48995063	2632.28766421
7.739e-07	3501.70177556	2647.95367863
7.74e-07	3473.47650451	2649.42135802
7.741e-07	3556.76812384	2723.07585423
7.742e-07	3566.36628328	2657.90383864
7.743e-07	3481.1988446	2648.12342889
7.744e-07	3549.54893469	2703.96333432
7.745e-07	3498.08939474	2739.51755768
7.746e-07	3566.19176821	2661.28815617
7.747e-07	3516.74642009	2705.64605188
7.748e-07	3538.10729717	2746.68738336
7.749e-07	3549.10691209	2748.74952925
7.75e-07	3533.78856284	2684.49686558
7.751e-07	3544.22614613	2768.13436207
7.752e-07	3533.70997186	2731.85033603
7.753e-07	3570.32900186	2761.68186704
7.754e-07	3607.85279767	2710.25495741
7.755e-07	3538.92494894	2701.58823079
7.756e-07	3539.95931581	2734.68751231
7.757e-07	3554.65058935	2737.95866936
7.758e-07	3566.01486597	2779.96018646
7.759e-07	3598.19351778	2793.23671375
7.76e-07	3625.044573	2742.34304477
7.761e-07	3621.59415559	2730.72841834
7.762e-07	3560.26359856	2794.73479799
7.763e-07	3598.63563974	2821.12342017
7.764e-07	3605.41988192	2823.02844044
7.765e-07	3561.56705468	2738.61261412
7.766e-07	3604.43583353	2761.18851187
7.767e-07	3571.16050667	2814.34085773
7.768e-07	3577.2346979	2789.8472107
7.769e-07	3633.51877453	2829.59438461
7.77e-07	3604.81414989	2770.02112258
7.771e-07	3627.07986009	2778.38437268
7.772e-07	3569.83074208	2810.51917219
7.773e-07	3654.73557914	2859.46117871
7.774e-07	3571.72502434	2806.5620395
7.775e-07	3646.54481896	2804.80459944
7.776e-07	3650.04674938	2872.42274511
7.777e-07	3644.53931031	2818.45391934
7.778e-07	3663.6284895	2878.58353122
7.779e-07	3662.77194394	2862.82035752
7.78e-07	3622.59961801	2815.43789224
7.781e-07	3633.16755283	2839.01809824
7.782e-07	3628.87071473	2882.8842346
7.783e-07	3604.35831089	2902.70106517
7.784e-07	3596.61846945	2874.8708819
7.785e-07	3686.64313589	2893.9830833
7.786e-07	3619.24002439	2910.11284787
7.787e-07	3605.71287667	2906.5576375
7.788e-07	3695.4384715	2926.34917971
7.789e-07	3651.59583418	2899.13395398
7.79e-07	3660.09908609	2842.41087868
7.791e-07	3706.13987453	2897.61682544
7.792e-07	3657.41222535	2933.11610762
7.793e-07	3661.19254546	2891.05235093
7.794e-07	3679.8867784	2863.48526854
7.795e-07	3650.08077038	2917.76583231
7.796e-07	3645.45576119	2953.0243865
7.797e-07	3701.20748325	2886.51319357
7.798e-07	3714.91363025	2953.96138545
7.799e-07	3723.60279782	2888.97190504
7.8e-07	3628.12473633	2900.26150153
7.801e-07	3642.46862415	2902.08319207
7.802e-07	3668.35168088	2966.72686039
7.803e-07	3702.22299493	2965.68148922
7.804e-07	3733.71215651	2937.43305623
7.805e-07	3732.16649975	2916.98498901
7.806e-07	3677.69190278	2916.84931933
7.807e-07	3663.22665086	2915.70452178
7.808e-07	3699.28901403	2946.22853004
7.809e-07	3662.86068204	2969.82238491
7.81e-07	3687.31641062	3003.74390822
7.811e-07	3732.35297389	2989.10029292
7.812e-07	3722.80462899	2936.69939794
7.813e-07	3713.16115132	2928.88910605
7.814e-07	3720.89322533	3007.74934067
7.815e-07	3677.42985335	2938.91686995
7.816e-07	3746.94953002	2943.28768203
7.817e-07	3719.32446185	3021.34533495
7.818e-07	3702.76226485	3012.24660775
7.819e-07	3758.40580744	3034.7083503
7.82e-07	3703.89181557	2996.59557326
7.821e-07	3686.27085588	2955.78785975
7.822e-07	3709.32186158	2985.97976859
7.823e-07	3735.04273287	2994.22603231
7.824e-07	3736.08757082	3050.59607617
7.825e-07	3693.18669012	3028.94842411
7.826e-07	3752.95475658	3006.8207827
7.827e-07	3714.69915235	3013.20772577
7.828e-07	3681.92258062	2995.04489674
7.829e-07	3735.09886891	3030.74654384
7.83e-07	3737.66301244	3014.05134101
7.831e-07	3725.67794899	3055.05032659
7.832e-07	3719.82272518	3066.97498372
7.833e-07	3698.84713406	2991.98076
7.834e-07	3727.61772619	3075.64060816
7.835e-07	3758.64420562	3071.38449417
7.836e-07	3773.14919541	3010.16508039
7.837e-07	3780.79221821	3084.75989677
7.838e-07	3692.88548084	3011.00002944
7.839e-07	3745.80410171	3053.28029119
7.84e-07	3701.02886039	3079.55263851
7.841e-07	3705.87443464	3043.79815117
7.842e-07	3765.06052479	3039.69616086
7.843e-07	3699.03236105	3020.53706095
7.844e-07	3693.49436313	3030.16418996
7.845e-07	3729.82152812	3039.84149695
7.846e-07	3717.33051382	3098.48346571
7.847e-07	3751.92082517	3123.11485958
7.848e-07	3762.17496718	3073.98762727
7.849e-07	3694.58779269	3088.06855468
7.85e-07	3737.12671465	3081.00570154
7.851e-07	3779.62885809	3095.58606383
7.852e-07	3784.54224516	3085.06606444
7.853e-07	3754.84048795	3091.06400644
7.854e-07	3733.36975214	3063.00799076
7.855e-07	3712.24871501	3125.64944314
7.856e-07	3703.81847343	3073.64054663
7.857e-07	3740.9100436	3082.93945494
7.858e-07	3792.87059915	3087.81341502
7.859e-07	3731.3569501	3159.3870268
7.86e-07	3727.92727503	3139.02422083
7.861e-07	3713.60062695	3103.4294967
7.862e-07	3766.54154334	3162.04492755
7.863e-07	3749.20757318	3113.69842794
7.864e-07	3794.58365088	3119.89419778
7.865e-07	3775.33025742	3174.13460904
7.866e-07	3759.03764204	3126.23998446
7.867e-07	3783.26868405	3169.42185318
7.868e-07	3705.55538221	3185.61930981
7.869e-07	3723.1094967	3134.29545179
7.87e-07	3707.63228878	3151.89708312
7.871e-07	3795.63829146	3118.64379456
7.872e-07	3770.86718124	3133.94496372
7.873e-07	3766.23135091	3126.12016151
7.874e-07	3787.10017233	3119.08321204
7.875e-07	3704.82225443	3129.94915035
7.876e-07	3788.79101669	3184.61493547
7.877e-07	3772.96153	3121.33928055
7.878e-07	3720.3896979	3189.71865455
7.879e-07	3754.06180045	3183.17660403
7.88e-07	3756.24240873	3191.54297827
7.881e-07	3785.78753606	3163.29843901
7.882e-07	3715.83496069	3140.77672568
7.883e-07	3723.66582353	3153.65921168
7.884e-07	3745.28776206	3147.08764645
7.885e-07	3750.95703822	3135.80022534
7.886e-07	3771.76120307	3185.52172811
7.887e-07	3796.14618278	3203.29727117
7.888e-07	3765.17161876	3220.12920678
7.889e-07	3716.08512722	3211.00556659
7.89e-07	3769.56171512	3199.85741382
7.891e-07	3725.93423289	3156.96388409
7.892e-07	3700.9847154	3178.38932338
7.893e-07	3785.25033165	3153.12881773
7.894e-07	3784.93982969	3221.48007664
7.895e-07	3773.95403419	3231.84762976
7.896e-07	3778.58748177	3243.57048809
7.897e-07	3720.06871491	3229.37819125
7.898e-07	3767.42915855	3205.16231881
7.899e-07	3752.62117162	3195.82621693
7.9e-07	3743.62038929	3197.94130917
7.901e-07	3707.88742642	3176.51723106
7.902e-07	3783.18690385	3191.36191819
7.903e-07	3773.38284373	3202.08985448
7.904e-07	3752.34560315	3165.55947432
7.905e-07	3748.55907373	3253.52507411
7.906e-07	3754.46578309	3205.8121066
7.907e-07	3720.0302332	3192.05822522
7.908e-07	3750.84385693	3245.03682292
7.909e-07	3702.44894347	3253.2996091
7.91e-07	3744.0107216	3245.85512157
7.911e-07	3772.78434053	3204.09635053
7.912e-07	3731.34641486	3193.92120767
7.913e-07	3692.6296923	3204.29806712
7.914e-07	3754.33418412	3276.13460676
7.915e-07	3747.58751476	3222.39841672
7.916e-07	3719.90179118	3183.6765702
7.917e-07	3730.97457899	3278.13921709
7.918e-07	3730.2732434	3226.42053436
7.919e-07	3747.90467749	3276.65020082
7.92e-07	3760.21448869	3241.01818663
7.921e-07	3706.61649537	3250.78518198
7.922e-07	3765.5921372	3225.71307657
7.923e-07	3678.24554719	3252.55686694
7.924e-07	3753.85201683	3230.55072474
7.925e-07	3703.46822255	3234.39148099
7.926e-07	3732.88644032	3242.44153099
7.927e-07	3739.02757588	3201.02014417
7.928e-07	3725.11614419	3213.81286145
7.929e-07	3675.52187254	3288.57549691
7.93e-07	3752.24470183	3208.04365323
7.931e-07	3689.61945094	3235.34583935
7.932e-07	3737.74661822	3221.02679171
7.933e-07	3672.44525264	3251.31743015
7.934e-07	3725.56188758	3300.71427395
7.935e-07	3662.07390538	3301.39672593
7.936e-07	3737.95249351	3258.51707572
7.937e-07	3742.41332655	3257.31298492
7.938e-07	3691.10014506	3278.89927572
7.939e-07	3664.01557404	3300.1029418
7.94e-07	3658.19138103	3309.91098415
7.941e-07	3661.18094985	3220.54955899
7.942e-07	3693.29494511	3280.35740405
7.943e-07	3699.1688693	3265.05900612
7.944e-07	3739.80219475	3216.12644954
7.945e-07	3662.81107675	3303.37909823
7.946e-07	3664.45674585	3254.85792952
7.947e-07	3663.84814652	3246.8259293
7.948e-07	3663.21409614	3274.4446518
7.949e-07	3705.29747879	3240.86847413
7.95e-07	3645.3888352	3271.4282256
7.951e-07	3707.90485562	3271.61486284
7.952e-07	3648.69337541	3259.17955103
7.953e-07	3672.57090414	3255.25027672
7.954e-07	3624.58492791	3236.67022704
7.955e-07	3653.54696392	3250.98593727
7.956e-07	3626.24058197	3306.06726895
7.957e-07	3618.80283313	3290.42918259
7.958e-07	3665.89621842	3267.8869272
7.959e-07	3640.04146073	3255.41691969
7.96e-07	3699.60747536	3315.08761877
7.961e-07	3629.26152892	3296.17370185
7.962e-07	3630.34539369	3269.33112059
7.963e-07	3621.06052617	3234.11410429
7.964e-07	3631.20130985	3235.47848955
7.965e-07	3643.36614484	3239.46218879
7.966e-07	3667.49666806	3303.72964973
7.967e-07	3672.76358274	3246.57675635
7.968e-07	3618.06045159	3230.93543043
7.969e-07	3674.28130921	3240.84073847
7.97e-07	3666.04951725	3315.65021503
7.971e-07	3600.46365909	3271.83345229
7.972e-07	3590.98140077	3269.50609418
7.973e-07	3595.48462104	3265.81685751
7.974e-07	3676.15082133	3244.18667421
7.975e-07	3594.6573274	3320.6329624
7.976e-07	3654.56322983	3229.77494455
7.977e-07	3610.29464256	3300.15537401
7.978e-07	3613.80191313	3292.57334714
7.979e-07	3575.13881902	3243.03122239
7.98e-07	3642.78923782	3319.96106248
7.981e-07	3657.16790474	3267.06026105
7.982e-07	3559.31410045	3320.02370827
7.983e-07	3621.52420174	3248.07503927
7.984e-07	3639.84548703	3250.74431254
7.985e-07	3595.60620788	3293.35677074
7.986e-07	3624.03779383	3258.9408472
7.987e-07	3625.14676432	3306.11919751
7.988e-07	3640.05154411	3270.49404493
7.989e-07	3618.61052513	3320.60214794
7.99e-07	3562.78195137	3252.33295308
7.991e-07	3610.36753863	3283.00994892
7.992e-07	3619.22720848	3247.18019566
7.993e-07	3528.22413212	3277.9441641
7.994e-07	3621.327832	3305.18141606
7.995e-07	3613.0640984	3322.77962293
7.996e-07	3533.21896808	3319.75337123
7.997e-07	3599.49135084	3308.01177252
7.998e-07	3603.84712565	3224.70688716
7.999e-07	3590.65447811	3242.49559595
8e-07	3518.12894729	3303.78845647
8.001e-07	3537.21307044	3250.33884314
8.002e-07	3555.65987172	3297.81965159
8.003e-07	3545.94287805	3298.11186382
8.004e-07	3544.95725294	3269.54384678
8.005e-07	3516.39976757	3274.28175385
8.006e-07	3565.51043019	3223.16090393
8.007e-07	3498.34392938	3254.25765584
8.008e-07	3490.70198708	3226.01053404
8.009e-07	3503.42010464	3246.20134909
8.01e-07	3536.06204196	3245.28099404
8.011e-07	3499.34517644	3301.11690016
8.012e-07	3529.87725943	3247.73759655
8.013e-07	3545.05573058	3300.53865573
8.014e-07	3501.14521426	3286.0873617
8.015e-07	3513.53835533	3257.49156102
8.016e-07	3511.73378312	3285.88527101
8.017e-07	3529.23677146	3294.24975968
8.018e-07	3528.31956107	3277.19715009
8.019e-07	3523.56196108	3219.41292386
8.02e-07	3529.31933267	3307.03121915
8.021e-07	3444.56943029	3306.19546635
8.022e-07	3508.99569725	3282.81051833
8.023e-07	3436.3721076	3214.78764431
8.024e-07	3499.61060794	3241.48686881
8.025e-07	3478.09221291	3291.81781497
8.026e-07	3472.23589583	3289.40653365
8.027e-07	3428.15777667	3265.50043299
8.028e-07	3494.62821185	3221.50040471
8.029e-07	3503.16137196	3280.80858095
8.03e-07	3436.34641837	3293.50515434
8.031e-07	3448.97891962	3222.0484356
8.032e-07	3463.35305106	3211.20029269
8.033e-07	3466.1248227	3259.5180135
8.034e-07	3450.45402545	3274.29053547
8.035e-07	3427.65860533	3272.88644983
8.036e-07	3394.0517174	3232.65795208
8.037e-07	3408.47966394	3226.55936076
8.038e-07	3384.94853304	3267.21246244
8.039e-07	3418.92949968	3247.00177802
8.04e-07	3391.0411127	3213.39164186
8.041e-07	3359.41206699	3261.72112618
8.042e-07	3392.52029338	3197.1258431
8.043e-07	3450.22027927	3202.55066938
8.044e-07	3357.45026577	3223.09924954
8.045e-07	3401.86556421	3205.47219228
8.046e-07	3349.37115616	3181.72026284
8.047e-07	3418.27503605	3187.78238099
8.048e-07	3382.41869478	3249.9488873
8.049e-07	3344.8347285	3184.97250168
8.05e-07	3329.20092713	3259.53624763
8.051e-07	3412.22792243	3239.00084796
8.052e-07	3405.1299842	3240.89674391
8.053e-07	3376.06584508	3203.65414679
8.054e-07	3313.96115168	3262.69420729
8.055e-07	3337.82736069	3260.91873829
8.056e-07	3374.5682598	3251.16739402
8.057e-07	3371.84977733	3175.10369301
8.058e-07	3356.5827207	3189.73779829
8.059e-07	3367.3143201	3221.90125651
8.06e-07	3283.38917825	3207.42414267
8.061e-07	3287.15018406	3189.39083511
8.062e-07	3303.59012548	3157.03238767
8.063e-07	3356.09980669	3156.70578614
8.064e-07	3291.94161143	3167.09839384
8.065e-07	3356.87162414	3231.97516923
8.066e-07	3276.51101465	3197.71760832
8.067e-07	3253.03903265	3140.8985819
8.068e-07	3321.08951811	3168.81693369
8.069e-07	3286.83172612	3224.5782248
8.07e-07	3313.19357934	3161.64436607
8.071e-07	3278.31174951	3147.37000477
8.072e-07	3318.27115271	3183.04660573
8.073e-07	3304.08668234	3153.76801764
8.074e-07	3277.38424301	3192.73570112
8.075e-07	3225.18952604	3164.28353618
8.076e-07	3228.73706626	3131.54266772
8.077e-07	3242.34635298	3198.81134547
8.078e-07	3231.98971233	3154.73952793
8.079e-07	3256.50742438	3200.59493926
8.08e-07	3257.9617663	3139.60309426
8.081e-07	3280.26838382	3200.41845729
8.082e-07	3245.07916374	3111.78752671
8.083e-07	3273.78597558	3159.55543527
8.084e-07	3259.2401903	3171.95651344
8.085e-07	3171.5313954	3188.7460759
8.086e-07	3251.93681138	3157.71721007
8.087e-07	3224.17822017	3177.68313981
8.088e-07	3161.75123764	3115.09632839
8.089e-07	3176.87539882	3122.00957756
8.09e-07	3157.22412038	3145.81006801
8.091e-07	3147.24090571	3117.75325771
8.092e-07	3132.24406691	3157.65225112
8.093e-07	3191.72016467	3099.79569008
8.094e-07	3166.02771781	3168.7828143
8.095e-07	3195.50422348	3077.57030812
8.096e-07	3206.03042255	3167.1775147
8.097e-07	3109.84796126	3080.80649675
8.098e-07	3112.92367067	3155.45600739
8.099e-07	3110.50627237	3091.02685067
8.1e-07	3156.46543678	3080.36413238
8.101e-07	3128.13491766	3075.89290043
8.102e-07	3134.91932315	3091.17554974
8.103e-07	3084.21260503	3146.92915946
8.104e-07	3125.67509083	3100.65003355
8.105e-07	3160.87605969	3075.12381508
8.106e-07	3073.62629284	3074.79160115
8.107e-07	3115.19695194	3080.08673904
8.108e-07	3108.17662088	3068.68044904
8.109e-07	3117.21463746	3129.89899957
8.11e-07	3121.33939865	3110.23996534
8.111e-07	3105.36086901	3071.30204108
8.112e-07	3111.32281752	3088.85665337
8.113e-07	3071.32785902	3060.23488213
8.114e-07	3039.7181855	3035.70671921
8.115e-07	3062.87658847	3056.95651004
8.116e-07	3058.21239171	3035.61889941
8.117e-07	3082.82009535	3099.18259871
8.118e-07	3096.06372195	3028.48287699
8.119e-07	2997.59986861	3065.84560721
8.12e-07	3056.44654473	3077.154817
8.121e-07	3063.50915283	3053.5262232
8.122e-07	3035.16034451	3031.16419482
8.123e-07	3063.21817712	3091.74176982
8.124e-07	3020.98379849	3056.99255904
8.125e-07	2968.56079917	3042.11547852
8.126e-07	2990.99910224	3030.73550512
8.127e-07	3019.45219114	3059.434097
8.128e-07	2958.56628281	3050.43554252
8.129e-07	2966.89408527	3070.88356771
8.13e-07	2961.50787078	3062.51254457
8.131e-07	2933.23970289	3059.64248203
8.132e-07	3011.13664984	3052.18698542
8.133e-07	2972.48480059	2972.1538332
8.134e-07	2985.94397187	3006.92979568
8.135e-07	2981.88392552	2962.11019367
8.136e-07	2987.29157108	2981.08953412
8.137e-07	2914.67986408	2950.98240451
8.138e-07	2957.8760519	2980.02964009
8.139e-07	2901.83401609	3038.51081789
8.14e-07	2921.6602903	2953.81702058
8.141e-07	2956.93077267	3006.90622086
8.142e-07	2895.94434554	2961.37980714
8.143e-07	2875.55874169	2962.06297863
8.144e-07	2938.39465299	2944.02591894
8.145e-07	2950.41793431	2977.09062601
8.146e-07	2921.16682678	2968.07232289
8.147e-07	2926.30234327	2935.35872433
8.148e-07	2938.76127507	2913.12900095
8.149e-07	2927.65321312	2960.94800754
8.15e-07	2844.0767575	2944.0980178
8.151e-07	2866.95774312	2904.20605033
8.152e-07	2858.67787633	2968.22067043
8.153e-07	2867.6079098	2917.31596315
8.154e-07	2858.68582939	2980.26367685
8.155e-07	2810.90440132	2896.19106641
8.156e-07	2827.47654957	2911.12013905
8.157e-07	2856.35956457	2953.58938047
8.158e-07	2852.67414074	2927.95002276
8.159e-07	2823.46558606	2947.67829552
8.16e-07	2831.10243015	2903.93780544
8.161e-07	2811.8736097	2894.97425032
8.162e-07	2820.9505303	2901.40660256
8.163e-07	2771.25982295	2907.49094355
8.164e-07	2799.71820683	2917.82427495
8.165e-07	2744.61069941	2893.01969544
8.166e-07	2771.85438069	2909.129331
8.167e-07	2821.42371437	2886.11007501
8.168e-07	2798.93883205	2920.53869697
8.169e-07	2784.45261337	2864.3298066
8.17e-07	2727.06801046	2901.74457101
8.171e-07	2764.70517676	2865.83694962
8.172e-07	2730.88544496	2893.66048771
8.173e-07	2794.16914787	2857.76261244
8.174e-07	2777.03450913	2846.6592511
8.175e-07	2774.07772925	2822.00002439
8.176e-07	2730.96167979	2847.00834973
8.177e-07	2771.0663889	2852.23850576
8.178e-07	2677.82971152	2870.38088534
8.179e-07	2737.56612217	2800.62747392
8.18e-07	2728.21866533	2876.98590136
8.181e-07	2677.62025771	2873.81662187
8.182e-07	2666.72308351	2875.11904706
8.183e-07	2662.91008555	2781.51742844
8.184e-07	2710.51282368	2858.21088789
8.185e-07	2703.17390011	2822.7217992
8.186e-07	2685.8695411	2784.74783381
8.187e-07	2699.09819197	2768.14032909
8.188e-07	2668.57863239	2855.16810462
8.189e-07	2623.80442859	2839.70095255
8.19e-07	2676.15228368	2806.54352643
8.191e-07	2619.16619819	2797.44884676
8.192e-07	2597.26319039	2839.85202408
8.193e-07	2615.54321427	2812.11466451
8.194e-07	2632.55500293	2804.53980234
8.195e-07	2620.6803248	2756.74969783
8.196e-07	2623.08121718	2743.77491313
8.197e-07	2577.1347855	2765.20009261
8.198e-07	2616.14086462	2731.62394581
8.199e-07	2589.1753273	2729.82991305
8.2e-07	2582.94119397	2779.31289508
8.201e-07	2541.35170485	2782.25057817
8.202e-07	2551.76348707	2787.65436204
8.203e-07	2574.30639458	2709.63207055
8.204e-07	2549.83867631	2761.37357432
8.205e-07	2569.80350632	2734.9265735
8.206e-07	2585.76305866	2682.94547972
8.207e-07	2595.74814674	2691.75897872
8.208e-07	2590.17237694	2675.95990341
8.209e-07	2583.30656395	2744.99340887
8.21e-07	2569.43285513	2735.41861354
8.211e-07	2485.5173732	2724.32899425
8.212e-07	2513.32399673	2709.62016387
8.213e-07	2559.08069727	2650.16456815
8.214e-07	2524.76951894	2673.62330449
8.215e-07	2541.05005376	2644.93968151
8.216e-07	2514.42276793	2651.72529569
8.217e-07	2440.21091752	2706.83242376
8.218e-07	2488.71174375	2648.69011927
8.219e-07	2437.91447997	2690.91721648
8.22e-07	2510.38697086	2669.25830701
8.221e-07	2501.55300003	2708.91443564
8.222e-07	2482.99770682	2670.97484261
8.223e-07	2476.03114964	2685.67324132
8.224e-07	2397.79388311	2671.74517176
8.225e-07	2468.63953744	2651.60783173
8.226e-07	2426.15878352	2688.06987483
8.227e-07	2405.52516469	2617.51041896
8.228e-07	2407.28508449	2595.91431568
8.229e-07	2399.80341842	2635.8913756
8.23e-07	2375.46496917	2597.70252234
8.231e-07	2437.20950359	2626.46247472
8.232e-07	2387.84439038	2612.40936411
8.233e-07	2345.03973073	2657.83959993
8.234e-07	2393.51025817	2633.52721479
8.235e-07	2404.35759943	2648.54148047
8.236e-07	2375.09514675	2614.8192228
8.237e-07	2333.34423792	2593.9015381
8.238e-07	2382.24626027	2600.88173226
8.239e-07	2383.92072927	2563.33103398
8.24e-07	2371.27212018	2607.24788997
8.241e-07	2387.31274651	2613.11848734
8.242e-07	2304.38761203	2607.60564181
8.243e-07	2304.72794288	2561.24555214
8.244e-07	2316.48763584	2604.85870266
8.245e-07	2306.74388702	2571.87086741
8.246e-07	2299.85571931	2558.83688401
8.247e-07	2284.65319987	2547.98158277
8.248e-07	2318.23495417	2527.64377347
8.249e-07	2331.58433966	2561.57870073
8.25e-07	2242.69460652	2505.11099224
8.251e-07	2237.2243318	2540.56449125
8.252e-07	2304.55994243	2523.72073031
8.253e-07	2321.86011344	2507.28179192
8.254e-07	2286.59781976	2517.25758375
8.255e-07	2211.35935391	2479.26074286
8.256e-07	2233.59263293	2503.40851912
8.257e-07	2278.64565414	2519.99430817
8.258e-07	2200.71091604	2492.58951713
8.259e-07	2258.97957657	2437.09308325
8.26e-07	2277.78685201	2527.06863904
8.261e-07	2213.81297314	2483.82471678
8.262e-07	2203.90698582	2425.68497197
8.263e-07	2208.9661674	2452.30791178
8.264e-07	2246.8541799	2491.89276084
8.265e-07	2174.18655598	2409.52574712
8.266e-07	2151.80150173	2476.69854405
8.267e-07	2172.1803637	2453.02623493
8.268e-07	2206.45782165	2477.85821568
8.269e-07	2128.36840899	2418.74026246
8.27e-07	2127.23502197	2405.80248457
8.271e-07	2186.57595966	2406.80306523
8.272e-07	2190.62054548	2390.00259829
8.273e-07	2150.84681149	2455.26305219
8.274e-07	2163.87474642	2387.69726744
8.275e-07	2188.17200172	2407.21930491
8.276e-07	2169.08651521	2349.14011289
8.277e-07	2156.60277417	2360.81024683
8.278e-07	2075.73070854	2402.14650381
8.279e-07	2163.62043337	2392.16573317
8.28e-07	2075.64036115	2415.81268388
8.281e-07	2062.33965358	2381.29306227
8.282e-07	2124.81838508	2412.99058798
8.283e-07	2111.34792126	2324.56101123
8.284e-07	2110.50269909	2391.20554991
8.285e-07	2060.5724355	2366.89755929
8.286e-07	2075.42803509	2324.37304928
8.287e-07	2086.5790893	2309.94012572
8.288e-07	2089.41802869	2355.21933829
8.289e-07	2069.21041194	2338.03071164
8.29e-07	2060.92882295	2311.74397394
8.291e-07	2076.48677795	2361.88881677
8.292e-07	2086.21906474	2294.93060777
8.293e-07	2055.72728558	2336.39073019
8.294e-07	1986.83747933	2301.01510582
8.295e-07	1985.33565078	2259.35983085
8.296e-07	2044.40888349	2293.2633163
8.297e-07	1990.56501703	2272.53719873
8.298e-07	2004.21008989	2331.08753695
8.299e-07	1981.19995361	2263.24015708
8.3e-07	2001.06978243	2302.50601496
8.301e-07	2006.84903315	2297.3505985
8.302e-07	1959.47285489	2303.65363272
8.303e-07	2018.26643298	2219.01756066
8.304e-07	1925.94458491	2259.95247136
8.305e-07	1987.76266076	2248.00438374
8.306e-07	1964.75344215	2219.15107622
8.307e-07	1984.35604837	2246.50733051
8.308e-07	1958.65590086	2253.62418673
8.309e-07	1953.60694969	2240.10571848
8.31e-07	1907.39846032	2182.35230864
8.311e-07	1889.41571683	2228.3573102
8.312e-07	1878.5498721	2211.24001173
8.313e-07	1931.2300341	2184.42939853
8.314e-07	1947.21652123	2160.64584447
8.315e-07	1895.66501452	2215.58969794
8.316e-07	1920.08515159	2242.86117851
8.317e-07	1927.452635	2230.784499
8.318e-07	1921.65530002	2171.51781502
8.319e-07	1918.12742549	2210.32137351
8.32e-07	1909.32159878	2186.26787592
8.321e-07	1862.18480049	2136.48167916
8.322e-07	1894.18302846	2143.81996519
8.323e-07	1880.51419199	2128.32785095
8.324e-07	1899.77766768	2104.01783542
8.325e-07	1892.59928228	2169.62199563
8.326e-07	1791.885364	2101.00348786
8.327e-07	1841.84665073	2120.92162915
8.328e-07	1868.35938443	2132.90010254
8.329e-07	1797.22649477	2145.87047056
8.33e-07	1786.57994806	2080.64001428
8.331e-07	1774.58983682	2118.34281065
8.332e-07	1799.98514184	2113.28000806
8.333e-07	1809.34726266	2128.35424477
8.334e-07	1761.8222339	2109.52814529
8.335e-07	1794.66498323	2082.49816535
8.336e-07	1752.80748595	2084.65459886
8.337e-07	1728.87596943	2042.2635877
8.338e-07	1786.17208692	2053.88611971
8.339e-07	1754.71588291	2076.22580729
8.34e-07	1757.44560104	2116.02849253
8.341e-07	1748.37132417	2099.61641009
8.342e-07	1787.29643712	2016.82147956
8.343e-07	1755.34415622	2020.22068729
8.344e-07	1703.88627259	2051.80156981
8.345e-07	1719.62263341	2032.91624168
8.346e-07	1749.21695241	2062.42500119
8.347e-07	1683.51631263	2017.93779761
8.348e-07	1673.71981509	2029.40213998
8.349e-07	1754.0420456	2048.62197983
8.35e-07	1684.03521487	2036.66018503
8.351e-07	1684.99918465	2025.1165541
8.352e-07	1711.72716516	1956.25423959
8.353e-07	1668.02087132	1999.09457967
8.354e-07	1671.98704654	1972.38854688
8.355e-07	1697.26129279	1976.00919241
8.356e-07	1642.0284393	1941.78242144
