This spectrum was collected on:	2017-09-29	10:40:04
7.696e-07	2088.29213258	3089.56177222
7.697e-07	2097.45538486	3123.99392139
7.698e-07	2131.94476844	3095.2982374
7.699e-07	2166.12063979	3120.73019842
7.7e-07	2158.71682757	3199.74129136
7.701e-07	2169.7405073	3186.3990812
7.702e-07	2166.28531487	3205.1662335
7.703e-07	2147.73738119	3136.72281661
7.704e-07	2155.60231227	3182.44559637
7.705e-07	2148.01047004	3138.45542006
7.706e-07	2139.8491795	3167.66146676
7.707e-07	2179.51570229	3170.18680781
7.708e-07	2171.37663526	3151.26339722
7.709e-07	2229.07448857	3181.40372731
7.71e-07	2207.69354207	3222.76696368
7.711e-07	2256.95763706	3229.88988425
7.712e-07	2264.69167125	3231.67551632
7.713e-07	2245.99115268	3248.74968867
7.714e-07	2208.51335937	3217.57917379
7.715e-07	2202.44120509	3199.94157104
7.716e-07	2220.76076911	3188.48865195
7.717e-07	2217.98941048	3267.78690326
7.718e-07	2277.52468773	3245.03718376
7.719e-07	2218.61943355	3219.60866947
7.72e-07	2312.69402318	3254.19634735
7.721e-07	2254.29700938	3262.75302562
7.722e-07	2290.42041714	3305.95406171
7.723e-07	2287.10085844	3259.96362287
7.724e-07	2274.31245528	3323.37254065
7.725e-07	2248.79747597	3321.22377064
7.726e-07	2301.7833414	3261.86630987
7.727e-07	2263.76153938	3290.21934743
7.728e-07	2268.24694789	3304.61431848
7.729e-07	2342.96320199	3269.6171914
7.73e-07	2324.34525479	3258.060694
7.731e-07	2328.14776071	3288.96300675
7.732e-07	2355.6412724	3340.65868204
7.733e-07	2307.53816953	3345.96465542
7.734e-07	2321.33769055	3371.16140779
7.735e-07	2322.18182016	3373.28538027
7.736e-07	2362.41039762	3301.64552044
7.737e-07	2408.72728883	3291.8935741
7.738e-07	2399.02818466	3391.83910854
7.739e-07	2351.9623192	3325.002296
7.74e-07	2346.57396334	3317.37548142
7.741e-07	2423.71855418	3343.78600371
7.742e-07	2395.51319833	3334.44928274
7.743e-07	2399.59921279	3387.33819129
7.744e-07	2404.39546953	3344.51240733
7.745e-07	2418.94457434	3369.32376288
7.746e-07	2415.27968702	3398.11381587
7.747e-07	2393.45474717	3374.10785852
7.748e-07	2413.49835742	3371.72215816
7.749e-07	2424.95962426	3350.8396196
7.75e-07	2478.60132152	3374.58444582
7.751e-07	2467.75911878	3398.6764324
7.752e-07	2451.24230516	3413.37508339
7.753e-07	2432.59037052	3419.52551187
7.754e-07	2473.01200221	3421.44520079
7.755e-07	2453.20770197	3434.88781448
7.756e-07	2496.20788219	3386.56756466
7.757e-07	2504.57116616	3409.82618478
7.758e-07	2534.62605831	3413.48481518
7.759e-07	2494.85686913	3447.14366466
7.76e-07	2478.66816632	3493.1120148
7.761e-07	2525.91636562	3423.10004248
7.762e-07	2554.50497078	3495.51647477
7.763e-07	2574.25333152	3488.34255217
7.764e-07	2538.88839715	3486.53815981
7.765e-07	2541.28156811	3434.4208455
7.766e-07	2524.95162489	3503.62804358
7.767e-07	2508.75842679	3491.30525277
7.768e-07	2558.6208742	3475.44193332
7.769e-07	2570.87566714	3442.25536412
7.77e-07	2600.9848562	3469.21086191
7.771e-07	2615.74205032	3495.08143144
7.772e-07	2618.55756345	3493.86071583
7.773e-07	2587.7427351	3547.45870785
7.774e-07	2581.82874627	3478.23740909
7.775e-07	2621.11740782	3474.82985888
7.776e-07	2613.66415329	3556.33676321
7.777e-07	2639.47597959	3478.48720502
7.778e-07	2630.73593526	3559.43312734
7.779e-07	2576.37981827	3483.44803743
7.78e-07	2594.35277297	3513.53222269
7.781e-07	2650.2358588	3496.3258721
7.782e-07	2632.18758623	3548.06676694
7.783e-07	2615.0876983	3506.76810537
7.784e-07	2696.55058714	3541.54939085
7.785e-07	2644.32188364	3521.47424722
7.786e-07	2682.85763627	3540.60036081
7.787e-07	2635.15809718	3580.55477828
7.788e-07	2690.2978146	3581.4025716
7.789e-07	2726.34751765	3551.79191741
7.79e-07	2684.334748	3559.16396276
7.791e-07	2745.57183689	3584.46488378
7.792e-07	2710.33107241	3544.52634597
7.793e-07	2687.27761029	3587.07075126
7.794e-07	2671.7205958	3551.54574593
7.795e-07	2768.1681723	3583.16964495
7.796e-07	2682.57644759	3618.1307259
7.797e-07	2771.44259091	3599.60960069
7.798e-07	2708.23175984	3592.30781498
7.799e-07	2717.85016976	3578.76639548
7.8e-07	2730.09303823	3651.15634911
7.801e-07	2732.33605134	3611.79061977
7.802e-07	2738.80959561	3635.55577388
7.803e-07	2792.79673281	3672.93992149
7.804e-07	2727.3810105	3593.64348102
7.805e-07	2816.48692633	3657.03549721
7.806e-07	2753.74551317	3668.99868998
7.807e-07	2802.07575106	3653.52145595
7.808e-07	2754.00106301	3596.42051985
7.809e-07	2821.24174228	3690.12264177
7.81e-07	2814.63979907	3658.0982024
7.811e-07	2810.3572612	3639.60665259
7.812e-07	2814.35813611	3637.73940573
7.813e-07	2798.69808895	3686.75132969
7.814e-07	2853.9569464	3670.45568117
7.815e-07	2792.8227334	3667.37263186
7.816e-07	2846.71484145	3662.48017829
7.817e-07	2850.74465982	3707.24125997
7.818e-07	2863.96229839	3679.25242035
7.819e-07	2813.01350567	3709.19939115
7.82e-07	2823.24763004	3700.92344672
7.821e-07	2867.33501836	3686.69421069
7.822e-07	2871.72879397	3713.55020514
7.823e-07	2890.29843119	3690.42183058
7.824e-07	2868.57642567	3661.32035286
7.825e-07	2932.97304941	3686.92466717
7.826e-07	2924.70847237	3752.12703738
7.827e-07	2870.24573835	3667.83068292
7.828e-07	2953.52889593	3675.92863276
7.829e-07	2963.88693488	3743.18450634
7.83e-07	2941.13384756	3684.63163968
7.831e-07	2906.12605277	3713.56051514
7.832e-07	2969.987027	3756.85172952
7.833e-07	2929.57131875	3734.98702625
7.834e-07	2929.12738448	3703.97185475
7.835e-07	2968.17961558	3782.89471297
7.836e-07	2932.04551596	3703.65298304
7.837e-07	2981.90798473	3737.31555124
7.838e-07	2943.65246353	3766.31308487
7.839e-07	2964.04196393	3742.42661173
7.84e-07	2977.0135434	3719.93393318
7.841e-07	3003.01220095	3746.33205165
7.842e-07	2977.01750674	3795.4693238
7.843e-07	2992.78448267	3782.61911658
7.844e-07	2999.55933458	3763.52525245
7.845e-07	3024.39970801	3733.40456154
7.846e-07	3043.71140177	3767.80165157
7.847e-07	3047.01297313	3725.69582179
7.848e-07	2977.86261097	3744.59278514
7.849e-07	3055.49784621	3819.93985522
7.85e-07	3047.83819793	3772.4993046
7.851e-07	3070.37121708	3741.59212857
7.852e-07	3085.27015575	3739.46075223
7.853e-07	3028.03338856	3742.54167031
7.854e-07	3033.31607817	3777.67233882
7.855e-07	3023.02618074	3785.00935069
7.856e-07	3037.02252561	3754.27591894
7.857e-07	3032.62688795	3791.8048982
7.858e-07	3038.63597096	3774.47256999
7.859e-07	3034.56921509	3844.27474931
7.86e-07	3055.84709845	3784.72334757
7.861e-07	3046.64412275	3829.38195106
7.862e-07	3109.82887232	3850.36815361
7.863e-07	3142.09200435	3824.0064178
7.864e-07	3119.77029086	3817.65110265
7.865e-07	3121.77665742	3776.80408666
7.866e-07	3097.71674887	3807.3761086
7.867e-07	3144.79782286	3777.89985011
7.868e-07	3161.34045408	3824.99447395
7.869e-07	3099.22766235	3783.70849699
7.87e-07	3161.06530331	3803.46486074
7.871e-07	3162.82453465	3859.8262304
7.872e-07	3147.47103442	3863.50961463
7.873e-07	3178.9025955	3875.12006075
7.874e-07	3154.42552312	3825.52950575
7.875e-07	3176.57116232	3856.82628676
7.876e-07	3130.7686098	3867.41381259
7.877e-07	3216.0885725	3840.61050096
7.878e-07	3185.74450643	3852.83866281
7.879e-07	3186.06780582	3845.28767047
7.88e-07	3191.48903912	3854.29771214
7.881e-07	3236.5274827	3812.91721873
7.882e-07	3173.55014741	3872.87030222
7.883e-07	3166.92850332	3848.86828862
7.884e-07	3255.2592304	3884.25003963
7.885e-07	3253.1872087	3859.42765191
7.886e-07	3173.78672022	3863.36758563
7.887e-07	3227.44072093	3821.59732277
7.888e-07	3275.41125839	3825.72618054
7.889e-07	3241.01186292	3880.24946552
7.89e-07	3211.2772928	3919.90659039
7.891e-07	3222.5820699	3850.29222165
7.892e-07	3221.81388391	3886.73231958
7.893e-07	3266.82972959	3829.46756053
7.894e-07	3220.94906195	3833.6515335
7.895e-07	3315.71747979	3849.33206993
7.896e-07	3275.29318216	3864.96378326
7.897e-07	3234.05297417	3897.66835258
7.898e-07	3289.64786499	3850.86793742
7.899e-07	3294.80472727	3909.6524049
7.9e-07	3242.39829639	3871.86218433
7.901e-07	3341.12478535	3872.06684444
7.902e-07	3279.05433958	3921.66543166
7.903e-07	3336.66962262	3941.83869834
7.904e-07	3357.5292766	3852.06545136
7.905e-07	3352.11747641	3862.71899713
7.906e-07	3310.54863845	3893.35519704
7.907e-07	3276.54799391	3887.39605289
7.908e-07	3301.12407949	3930.19262169
7.909e-07	3288.54364922	3927.95531334
7.91e-07	3327.70986057	3872.48235113
7.911e-07	3364.58306592	3948.58407159
7.912e-07	3394.69910356	3910.57528988
7.913e-07	3390.5887725	3940.90537838
7.914e-07	3312.17753324	3952.85863665
7.915e-07	3325.2729655	3919.67387013
7.916e-07	3339.50668653	3897.16476885
7.917e-07	3338.75081432	3942.67875096
7.918e-07	3390.8385933	3955.30342134
7.919e-07	3342.26011321	3873.92780148
7.92e-07	3332.78453774	3930.52656566
7.921e-07	3338.16316287	3888.03254705
7.922e-07	3433.40655971	3939.9396313
7.923e-07	3371.27007606	3953.53316836
7.924e-07	3352.57409941	3921.64403962
7.925e-07	3440.26954815	3879.59908445
7.926e-07	3440.59300029	3958.47451769
7.927e-07	3417.02684947	3937.82955963
7.928e-07	3413.61606981	3943.39536438
7.929e-07	3378.16528987	3903.07164309
7.93e-07	3454.16035905	3941.9995903
7.931e-07	3447.80874797	3954.73142496
7.932e-07	3457.02060384	3965.61884745
7.933e-07	3466.11795663	3960.55398753
7.934e-07	3482.62479675	3931.43941075
7.935e-07	3435.73050013	3919.06130252
7.936e-07	3423.93730256	3934.91415624
7.937e-07	3417.26387275	3896.46288993
7.938e-07	3489.63157568	3951.97753967
7.939e-07	3454.46602792	3965.30050446
7.94e-07	3471.94653837	3947.42303331
7.941e-07	3420.78989438	3941.08320706
7.942e-07	3459.44986754	3946.35747716
7.943e-07	3431.55595834	3952.5435452
7.944e-07	3511.82302464	3899.39128303
7.945e-07	3492.57153617	3952.00685832
7.946e-07	3492.6714801	3895.05260688
7.947e-07	3527.61265417	3951.75830959
7.948e-07	3499.21128515	3951.95704348
7.949e-07	3471.29091161	3976.97033597
7.95e-07	3455.35823594	3963.25651901
7.951e-07	3461.26167456	3944.68186377
7.952e-07	3520.33632865	3939.49900253
7.953e-07	3539.20956111	3909.15475658
7.954e-07	3551.99190125	3909.40913794
7.955e-07	3547.81916435	3943.22395448
7.956e-07	3534.59285787	3928.15718792
7.957e-07	3501.06458181	3905.12088642
7.958e-07	3528.58478537	3919.61895853
7.959e-07	3538.06907486	3943.51712406
7.96e-07	3499.72011195	3945.29617619
7.961e-07	3561.56593402	3910.63824552
7.962e-07	3565.79759126	3988.58995614
7.963e-07	3590.10746021	3915.5534489
7.964e-07	3580.55600568	3928.16199003
7.965e-07	3600.24386413	3981.2032991
7.966e-07	3512.25744254	3957.83521879
7.967e-07	3573.93377641	3894.45196396
7.968e-07	3563.59965343	3928.97100076
7.969e-07	3549.8270299	3925.17363327
7.97e-07	3539.49709012	3894.26857771
7.971e-07	3591.06927574	3992.81760458
7.972e-07	3616.10482107	3948.69202102
7.973e-07	3606.72754312	3928.71253903
7.974e-07	3572.16145084	3954.31542887
7.975e-07	3639.95078481	3960.4319672
7.976e-07	3643.55044396	3942.85447663
7.977e-07	3630.78854582	3918.01818332
7.978e-07	3621.83716203	3924.57428489
7.979e-07	3593.07934259	3949.3787413
7.98e-07	3564.95484037	3956.5407062
7.981e-07	3565.54378011	3978.01917948
7.982e-07	3593.32649896	3907.8726722
7.983e-07	3626.76426637	3981.45393954
7.984e-07	3667.26992851	3952.45027115
7.985e-07	3670.57758664	3931.27916404
7.986e-07	3650.00841825	3985.38754437
7.987e-07	3610.53302481	3974.58408646
7.988e-07	3619.88005851	3978.21466753
7.989e-07	3608.86441731	3983.77479557
7.99e-07	3641.0636235	3939.56173308
7.991e-07	3664.88735764	3963.40598195
7.992e-07	3692.21545754	3975.76687835
7.993e-07	3605.71439493	3983.668004
7.994e-07	3675.41323895	3943.05340818
7.995e-07	3629.81354855	3964.60612267
7.996e-07	3611.30661046	3887.07701704
7.997e-07	3653.63975373	3895.66274582
7.998e-07	3611.60775602	3919.13833027
7.999e-07	3619.25242198	3928.68703866
8e-07	3632.87419167	3891.6373938
8.001e-07	3708.68243344	3965.54718532
8.002e-07	3661.160294	3911.48397788
8.003e-07	3629.30039	3888.97274512
8.004e-07	3663.8945932	3969.61221236
8.005e-07	3683.54342652	3940.81039728
8.006e-07	3718.18750756	3887.42957323
8.007e-07	3640.79778394	3891.23780697
8.008e-07	3733.42517767	3946.30342738
8.009e-07	3647.69205582	3919.41665517
8.01e-07	3657.15388462	3890.73302822
8.011e-07	3696.54846733	3932.11215529
8.012e-07	3714.23762734	3875.42253782
8.013e-07	3732.90812876	3878.6056697
8.014e-07	3696.11464567	3867.25978606
8.015e-07	3711.32981418	3888.49611366
8.016e-07	3739.85220502	3931.17541469
8.017e-07	3745.65130678	3946.44134047
8.018e-07	3723.02234543	3867.58603336
8.019e-07	3693.22463793	3910.99411914
8.02e-07	3749.3136228	3878.43650601
8.021e-07	3750.0121308	3914.84821455
8.022e-07	3680.23952357	3918.80137243
8.023e-07	3697.4864942	3946.96434567
8.024e-07	3759.76264799	3929.56620883
8.025e-07	3772.78359231	3936.12352735
8.026e-07	3767.40950849	3922.47664576
8.027e-07	3754.33325737	3871.49045456
8.028e-07	3726.6821993	3877.13334163
8.029e-07	3690.49124559	3878.60423861
8.03e-07	3693.35218899	3894.53490239
8.031e-07	3726.73433594	3931.70482243
8.032e-07	3736.04703119	3934.38052781
8.033e-07	3727.31482308	3883.86503912
8.034e-07	3785.10721272	3861.56903106
8.035e-07	3722.43403928	3868.25450663
8.036e-07	3754.17797549	3877.63773669
8.037e-07	3724.36028066	3879.94981048
8.038e-07	3790.62967545	3914.70156886
8.039e-07	3708.6568519	3925.76351692
8.04e-07	3782.69618122	3874.91349645
8.041e-07	3755.52344423	3899.594638
8.042e-07	3769.08820071	3867.68342835
8.043e-07	3790.64828699	3848.91524195
8.044e-07	3743.40713206	3859.50876881
8.045e-07	3732.43113098	3880.57374464
8.046e-07	3795.29497036	3879.02072406
8.047e-07	3773.57172946	3832.64494547
8.048e-07	3775.88928018	3901.68078387
8.049e-07	3770.85721145	3851.72705198
8.05e-07	3793.34006448	3819.75534946
8.051e-07	3759.2530788	3855.86754623
8.052e-07	3795.55155764	3887.31218048
8.053e-07	3798.15307429	3871.81403815
8.054e-07	3754.25868619	3806.45574842
8.055e-07	3795.58137685	3869.11915322
8.056e-07	3764.3510972	3825.09982272
8.057e-07	3813.04548559	3837.14611967
8.058e-07	3804.97805496	3796.21889156
8.059e-07	3810.1836026	3838.65702382
8.06e-07	3773.17675024	3875.66890366
8.061e-07	3749.68482865	3800.5301952
8.062e-07	3784.4053911	3806.11925384
8.063e-07	3812.2159936	3799.45856486
8.064e-07	3825.54731674	3844.71850544
8.065e-07	3829.42458666	3835.62036156
8.066e-07	3744.53478277	3820.7596855
8.067e-07	3798.80075947	3809.82697893
8.068e-07	3820.49106983	3777.17879701
8.069e-07	3801.72876785	3858.04554996
8.07e-07	3822.09995114	3800.66877891
8.071e-07	3777.48752744	3821.33674403
8.072e-07	3759.9785538	3772.92734779
8.073e-07	3824.3029636	3776.55914733
8.074e-07	3799.69255299	3794.46279443
8.075e-07	3836.83503661	3838.44235414
8.076e-07	3796.40507686	3774.74186337
8.077e-07	3806.48802862	3822.30321871
8.078e-07	3790.72070899	3790.65314783
8.079e-07	3755.98237914	3829.59196243
8.08e-07	3813.41076675	3825.99888606
8.081e-07	3747.81987162	3735.06524505
8.082e-07	3800.05838194	3821.95297761
8.083e-07	3813.9799608	3784.44554918
8.084e-07	3845.09333663	3745.36533941
8.085e-07	3775.96907682	3799.83477431
8.086e-07	3836.69319181	3741.54145697
8.087e-07	3754.60054064	3727.06423319
8.088e-07	3801.20035424	3733.64365697
8.089e-07	3810.63246654	3785.67811476
8.09e-07	3780.38720367	3753.01131353
8.091e-07	3770.16417559	3701.7193257
8.092e-07	3840.70281415	3697.5269129
8.093e-07	3806.67841458	3714.26157259
8.094e-07	3839.10448898	3736.91646641
8.095e-07	3771.58984384	3705.94915648
8.096e-07	3833.28613333	3773.03718357
8.097e-07	3777.59173199	3738.31427562
8.098e-07	3791.47692405	3694.81967268
8.099e-07	3849.86083163	3726.85070157
8.1e-07	3831.12086678	3762.17248092
8.101e-07	3848.3073449	3751.60980519
8.102e-07	3768.20510142	3725.17250453
8.103e-07	3837.86843719	3722.04092602
8.104e-07	3817.0974012	3703.16784642
8.105e-07	3807.71046491	3702.06584864
8.106e-07	3842.68472057	3656.13722925
8.107e-07	3831.8041034	3702.63583651
8.108e-07	3833.81714957	3743.20972598
8.109e-07	3846.63222882	3727.79356352
8.11e-07	3765.41452263	3677.24165723
8.111e-07	3755.34841357	3654.00015442
8.112e-07	3775.3297878	3717.3982429
8.113e-07	3823.89090705	3677.81903374
8.114e-07	3807.81061078	3699.2719375
8.115e-07	3756.19373952	3660.16447874
8.116e-07	3768.36317342	3692.5889547
8.117e-07	3777.07924656	3636.61495541
8.118e-07	3748.35115662	3618.07315385
8.119e-07	3779.26031619	3614.32600108
8.12e-07	3787.8932793	3698.39621165
8.121e-07	3773.13507996	3602.54064101
8.122e-07	3748.59659493	3666.89595858
8.123e-07	3840.76420403	3608.82988321
8.124e-07	3801.14153442	3668.87520088
8.125e-07	3787.1535641	3593.80803257
8.126e-07	3796.01982327	3620.87774205
8.127e-07	3757.64918208	3662.40748239
8.128e-07	3810.49263557	3582.66977867
8.129e-07	3812.31186815	3593.74220311
8.13e-07	3742.84385006	3591.91109502
8.131e-07	3835.20510068	3583.43945898
8.132e-07	3806.71455924	3644.78635442
8.133e-07	3776.17026628	3578.51551831
8.134e-07	3816.88542787	3553.95332569
8.135e-07	3823.55409548	3645.96892868
8.136e-07	3823.66438076	3580.19527037
8.137e-07	3815.05410344	3557.89259411
8.138e-07	3815.60193719	3561.50685002
8.139e-07	3773.95741338	3549.17615929
8.14e-07	3826.14556125	3587.95080992
8.141e-07	3792.99939965	3548.83437747
8.142e-07	3772.61427669	3597.98377039
8.143e-07	3824.46781886	3514.54662783
8.144e-07	3763.43159338	3596.73255488
8.145e-07	3757.72323395	3519.32939233
8.146e-07	3738.27693562	3534.44842803
8.147e-07	3729.12579357	3506.4720536
8.148e-07	3817.88657755	3572.62910101
8.149e-07	3762.76610247	3517.72428292
8.15e-07	3804.2621041	3537.88438945
8.151e-07	3791.27362571	3555.87319054
8.152e-07	3765.81844123	3560.99692706
8.153e-07	3755.69766047	3558.7408819
8.154e-07	3780.34446986	3498.9994357
8.155e-07	3801.02936876	3499.61418155
8.156e-07	3779.72160747	3485.27510146
8.157e-07	3722.69627124	3484.23001622
8.158e-07	3780.35072988	3507.32346926
8.159e-07	3748.71640974	3506.91612995
8.16e-07	3723.15044522	3526.80894284
8.161e-07	3709.70363915	3452.29711713
8.162e-07	3776.28059037	3526.48948147
8.163e-07	3776.10959845	3432.45483063
8.164e-07	3729.07578496	3461.54266102
8.165e-07	3788.55120787	3491.03362942
8.166e-07	3779.82954891	3442.32305631
8.167e-07	3717.7025862	3418.60740156
8.168e-07	3757.90192641	3507.261366
8.169e-07	3767.25112412	3423.70822808
8.17e-07	3770.10866944	3481.13243373
8.171e-07	3731.08584015	3422.56881895
8.172e-07	3764.92224233	3405.56461455
8.173e-07	3690.83093404	3412.37417946
8.174e-07	3720.6831411	3471.2721797
8.175e-07	3752.31325638	3440.31291355
8.176e-07	3770.25635136	3441.27172146
8.177e-07	3683.1829543	3422.3248387
8.178e-07	3727.2996185	3452.34582276
8.179e-07	3675.03254031	3367.96679372
8.18e-07	3676.82684371	3396.95613071
8.181e-07	3751.14810489	3379.52927669
8.182e-07	3711.87234143	3428.63714425
8.183e-07	3680.68616714	3349.98106789
8.184e-07	3720.74055939	3336.8973229
8.185e-07	3692.99952777	3420.10963015
8.186e-07	3680.2810426	3364.03128084
8.187e-07	3700.83864726	3374.28781625
8.188e-07	3657.93753861	3391.38374174
8.189e-07	3729.69078447	3343.75961108
8.19e-07	3691.93535406	3336.5536729
8.191e-07	3720.29288395	3312.65982324
8.192e-07	3651.44580261	3329.13148584
8.193e-07	3690.47889177	3351.44686664
8.194e-07	3730.40101807	3345.30565369
8.195e-07	3670.99566986	3315.05211131
8.196e-07	3658.01131304	3276.3699516
8.197e-07	3699.88858023	3272.29494345
8.198e-07	3692.61894233	3310.06514277
8.199e-07	3712.81335904	3276.14611281
8.2e-07	3713.98659598	3354.41847061
8.201e-07	3683.26769728	3260.33201477
8.202e-07	3697.45580989	3344.19074282
8.203e-07	3680.90828026	3256.03099472
8.204e-07	3683.95719638	3294.77674264
8.205e-07	3629.51662597	3246.24178588
8.206e-07	3621.94952425	3293.26639654
8.207e-07	3679.39537313	3228.9273669
8.208e-07	3642.49349558	3221.83962396
8.209e-07	3694.32283878	3297.69198829
8.21e-07	3638.23717416	3233.32805906
8.211e-07	3599.1051503	3295.31856409
8.212e-07	3631.19486427	3290.16167557
8.213e-07	3596.31007842	3269.00157244
8.214e-07	3594.33976952	3255.58186003
8.215e-07	3617.27517747	3231.3890484
8.216e-07	3623.99218117	3196.94834024
8.217e-07	3624.06350216	3191.0888725
8.218e-07	3594.1828054	3240.88355591
8.219e-07	3645.71541389	3169.56264954
8.22e-07	3647.89768831	3154.83716028
8.221e-07	3620.72813903	3212.10719708
8.222e-07	3590.28617189	3150.56394289
8.223e-07	3647.56766001	3201.22543916
8.224e-07	3559.55989528	3232.25413813
8.225e-07	3628.71272905	3192.91331021
8.226e-07	3582.95149825	3146.36304698
8.227e-07	3603.71317716	3215.3191728
8.228e-07	3546.81128635	3130.0412083
8.229e-07	3631.09222522	3167.75761824
8.23e-07	3624.36809461	3189.10942001
8.231e-07	3613.26095464	3184.46925222
8.232e-07	3611.53546297	3114.69802218
8.233e-07	3523.5507809	3121.41928881
8.234e-07	3578.4790474	3107.85823398
8.235e-07	3561.1667873	3091.00320097
8.236e-07	3592.92373598	3084.01313412
8.237e-07	3578.93739856	3112.65451661
8.238e-07	3584.96536118	3106.86284262
8.239e-07	3539.25925983	3113.24398366
8.24e-07	3571.43789184	3128.80195966
8.241e-07	3499.4544027	3069.96286355
8.242e-07	3504.54120181	3094.63946368
8.243e-07	3582.85442713	3092.66116223
8.244e-07	3548.33757598	3083.7145964
8.245e-07	3574.37264938	3060.55669217
8.246e-07	3481.25195957	3099.17873015
8.247e-07	3490.59519275	3030.85068292
8.248e-07	3530.3037166	3062.26329282
8.249e-07	3524.18228912	3047.89090245
8.25e-07	3472.60579282	3042.72871911
8.251e-07	3556.27699598	3047.12314447
8.252e-07	3493.78787578	2991.97910015
8.253e-07	3470.44727824	3003.44658918
8.254e-07	3468.59936971	3059.55974628
8.255e-07	3466.91806953	3065.29035936
8.256e-07	3478.96126681	2974.76618874
8.257e-07	3464.2561825	3030.02035131
8.258e-07	3473.94022285	2996.36319952
8.259e-07	3473.25178313	3038.31196219
8.26e-07	3469.76310312	2994.03712574
8.261e-07	3475.54852496	2936.99791313
8.262e-07	3453.38953674	2952.95184908
8.263e-07	3451.24319109	2956.13858726
8.264e-07	3472.04486312	2962.663843
8.265e-07	3426.66516203	2932.43208573
8.266e-07	3468.77094141	2922.77022542
8.267e-07	3443.71275864	2964.67854973
8.268e-07	3449.30269771	2927.82981364
8.269e-07	3417.36382698	2964.81532709
8.27e-07	3465.7821679	2959.75348122
8.271e-07	3471.02565462	2926.62707633
8.272e-07	3461.04579342	2947.60840835
8.273e-07	3465.65691402	2942.61541241
8.274e-07	3401.33963771	2887.27622498
8.275e-07	3388.32263734	2944.26009707
8.276e-07	3381.16240835	2932.46798538
8.277e-07	3358.27600704	2861.94641929
8.278e-07	3378.86043062	2917.33598003
8.279e-07	3345.53892271	2834.77316746
8.28e-07	3342.15586213	2885.42166267
8.281e-07	3358.83686253	2826.22572937
8.282e-07	3368.67638594	2823.95410078
8.283e-07	3383.14436047	2876.80916232
8.284e-07	3373.27949547	2872.14501728
8.285e-07	3390.32637165	2891.66758428
8.286e-07	3365.45470361	2836.70521758
8.287e-07	3335.11836857	2806.5582909
8.288e-07	3379.4624085	2847.92693112
8.289e-07	3316.98971171	2871.07348682
8.29e-07	3352.10662124	2837.46437046
8.291e-07	3316.31005968	2850.50855242
8.292e-07	3342.36408816	2821.49600801
8.293e-07	3312.06649708	2756.09512021
8.294e-07	3301.80255523	2748.49287897
8.295e-07	3330.09332509	2790.2794793
8.296e-07	3326.86088345	2787.26861921
8.297e-07	3297.0983724	2776.59035448
8.298e-07	3318.15697393	2731.2865831
8.299e-07	3290.93943413	2716.59819417
8.3e-07	3345.36176191	2732.60044763
8.301e-07	3315.85042917	2753.2357402
8.302e-07	3242.5144233	2751.35458648
8.303e-07	3248.36251682	2755.60643049
8.304e-07	3286.84221611	2778.00899807
8.305e-07	3241.80198274	2702.51225257
8.306e-07	3231.64554147	2675.70890307
8.307e-07	3305.53363318	2673.34854242
8.308e-07	3225.46527069	2731.08871597
8.309e-07	3296.52409638	2747.57782887
8.31e-07	3236.79845093	2713.95841333
8.311e-07	3221.08222575	2688.01467946
8.312e-07	3269.89195588	2676.16523482
8.313e-07	3264.65078459	2679.11021927
8.314e-07	3249.65564297	2660.27439237
8.315e-07	3213.13350146	2667.72237666
8.316e-07	3182.01317808	2626.58529642
8.317e-07	3235.34879283	2624.25704378
8.318e-07	3201.19419393	2605.03641186
8.319e-07	3180.00789048	2614.32250447
8.32e-07	3161.23158174	2601.88533176
8.321e-07	3216.43013995	2618.84688691
8.322e-07	3234.22413803	2672.92249734
8.323e-07	3163.09601298	2607.01243854
8.324e-07	3186.24054485	2626.7214959
8.325e-07	3128.13589456	2586.04878643
8.326e-07	3137.15989532	2602.1234058
8.327e-07	3138.33900643	2579.73561549
8.328e-07	3177.55242025	2614.79095679
8.329e-07	3189.31367701	2599.77865439
8.33e-07	3191.88580701	2541.66300954
8.331e-07	3098.28489208	2606.35446002
8.332e-07	3109.70037491	2522.56427614
8.333e-07	3162.5780942	2549.45649551
8.334e-07	3174.71142798	2509.1366282
8.335e-07	3090.55473306	2563.78717189
8.336e-07	3097.30006927	2588.80446053
8.337e-07	3068.11865857	2568.06176082
8.338e-07	3139.05133631	2528.1166624
8.339e-07	3080.00360815	2555.41928428
8.34e-07	3095.99528313	2547.26720824
8.341e-07	3065.17524537	2492.97160559
8.342e-07	3074.51198834	2470.84927794
8.343e-07	3042.47369972	2472.04510278
8.344e-07	3074.4948796	2503.72580167
8.345e-07	3084.49018521	2525.17813975
8.346e-07	3056.4253879	2508.29448995
8.347e-07	3092.02802972	2514.11780805
8.348e-07	3084.10476859	2500.61364745
8.349e-07	3050.46638317	2419.33919087
8.35e-07	3078.8599713	2429.95436195
8.351e-07	3007.83170204	2420.93891803
8.352e-07	3057.08384299	2485.85235359
8.353e-07	3049.38684041	2431.97863357
8.354e-07	2977.91586651	2399.57536626
8.355e-07	3032.59585159	2392.80167175
8.356e-07	2975.61187709	2383.69459394
8.357e-07	3047.30100953	2445.55087278
8.358e-07	2966.4773747	2429.83835513
8.359e-07	2988.65114918	2396.60898704
8.36e-07	2972.06023222	2415.41597154
8.361e-07	2966.3757082	2360.61038647
